employee_id,guide_id,task_id,role,department,task_order,phase,category,task_name,task_description,task_owner,action_required_by,required,status,joining_date,due_date,is_overdue,evidence,issue_text,ml_target_category,ml_match_score,confidence_band,approved_next_step,next_step_owner,employee_action,reminder_template,escalation_rule,reviewer_action,review_timestamp,source_type,source_reference,ml_text
EMP-355,G053,G053-T15,Scrum Master,Project Management,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Manager,Employee,True,Pending,2026-09-07,2026-09-14,False,,Complete first-week check-in needs attention; current status is pending.,Manager Setup,0.75,High / Usable,Complete the manager check-in,Employee,Take action,Please complete your first-week manager check-in.,Escalate to manager if not completed.,None,2026-09-09T16:41:00,Synthetic onboarding guide,G053,"Complete first-week check-in needs attention; current status is pending. Complete a structured check-in with the manager to review progress, blockers and next priorities."
EMP-355,G053,G053-T16,Scrum Master,Project Management,16,Role Setup,Agile Tools,Get agile/project workspace access,Receive access to approved agile planning and collaboration tools.,IT,IT,True,Completed,2026-09-07,2026-09-10,False,Task completion confirmation,Get agile/project workspace access needs attention; current status is completed.,Agile Tools,0.85,High / Usable,No action required; task is complete.,IT,No employee action,Please complete the required onboarding task: Get agile/project workspace access.,Escalate to the role manager if Get agile/project workspace access is overdue.,None,2026-09-16T02:24:00,Synthetic role-specific guide,G053,Get agile/project workspace access needs attention; current status is completed. Receive access to approved agile planning and collaboration tools.
EMP-355,G053,G053-T17,Scrum Master,Project Management,17,Role Setup,Team Knowledge,Review team sprint workflow,"Review team cadence, ceremonies, blockers and delivery process.",Engineering Manager,Employee,True,Completed,2026-09-07,2026-09-12,False,Task completion confirmation,Employee has completed status for review team sprint workflow.,Team Knowledge,0.9,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required onboarding task: Review team sprint workflow.,Escalate to the role manager if Review team sprint workflow is overdue.,None,2026-09-13T15:18:00,Synthetic role-specific guide,G053,"Employee has completed status for review team sprint workflow. Review team cadence, ceremonies, blockers and delivery process."
EMP-355,G053,G053-T18,Scrum Master,Project Management,18,Role Setup,Agile Standards,Review agile working agreements,Review approved team and agile working agreements.,Engineering Manager,Employee,True,Completed,2026-09-07,2026-09-12,False,Task completion confirmation,Onboarding item 'Review agile working agreements' is currently completed.,Agile Standards,0.79,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required onboarding task: Review agile working agreements.,Escalate to the role manager if Review agile working agreements is overdue.,None,2026-09-13T23:24:00,Synthetic role-specific guide,G053,Onboarding item 'Review agile working agreements' is currently completed. Review approved team and agile working agreements.
EMP-356,G014,G014-T01,Systems Engineer,IT,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,HR,Employee,True,Completed,2026-09-27,2026-09-27,False,Identity documents submitted,Onboarding item 'Submit identity verification documents' is currently completed.,Identity & Compliance,0.45,Low / Human Review,No action required; task is complete.,HR,No employee action,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,None,2026-09-10T00:57:00,Synthetic onboarding guide,G014,Onboarding item 'Submit identity verification documents' is currently completed. Upload the required identity documents for employment verification.
EMP-356,G014,G014-T02,Systems Engineer,IT,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,HR,Employee,True,Completed,2026-09-27,2026-09-27,False,Signed employment agreement,Onboarding item 'Review and sign employment agreement' is currently completed.,Employment,0.43,Low / Human Review,No action required; task is complete.,HR,No employee action,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,None,2026-09-13T20:20:00,Synthetic onboarding guide,G014,Onboarding item 'Review and sign employment agreement' is currently completed. Review the employment agreement and electronically sign it before the joining date.
EMP-356,G014,G014-T03,Systems Engineer,IT,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Finance/HR,Employee,True,Completed,2026-09-27,2026-09-28,False,Payroll information submitted,Submit payroll and bank information is completed.,Payroll,0.42,Low / Human Review,No action required; task is complete.,Employee,No employee action,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,None,2026-09-10T16:20:00,Synthetic onboarding guide,G014,Submit payroll and bank information is completed. Provide the approved payroll information required to process salary payments.
EMP-356,G014,G014-T04,Systems Engineer,IT,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,HR,Employee,True,Completed,2026-09-27,2026-09-28,False,Completed HR form,Complete employee information form is completed.,HR Forms,0.44,Low / Human Review,No action required; task is complete.,Employee,No employee action,Please complete your employee information form.,Escalate to HR if incomplete.,Pending Review,2026-09-14T03:23:00,Synthetic onboarding guide,G014,Complete employee information form is completed. Complete required employee profile and emergency-contact information using the onboarding form.
EMP-356,G014,G014-T05,Systems Engineer,IT,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,HR,Employee,True,Pending,2026-09-27,2026-09-29,False,,Acknowledge company policies is incomplete.,Policy,0.61,Low / Human Review,Review and acknowledge required policies,Employee,Take action,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,Corrected by HR,2026-09-12T08:25:00,Synthetic onboarding guide,G014,Acknowledge company policies is incomplete. Review and acknowledge the required employee policies and code of conduct.
EMP-356,G014,G014-T06,Systems Engineer,IT,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,True,Pending,2026-09-27,2026-09-28,False,,Onboarding item 'Create company email account' is currently pending.,IT Access,0.63,Low / Human Review,IT should create and activate the company email,IT,No employee action,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,None,2026-09-15T06:25:00,Synthetic onboarding guide,G014,Onboarding item 'Create company email account' is currently pending. IT creates the employee's corporate email account and confirms activation.
EMP-356,G014,G014-T07,Systems Engineer,IT,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,True,Completed,2026-09-27,2026-09-29,False,Device assignment confirmation,Provision laptop/workstation is completed.,IT Equipment,0.45,Low / Human Review,No action required; task is complete.,IT,No employee action,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,Pending Review,2026-09-09T10:19:00,Synthetic onboarding guide,G014,Provision laptop/workstation is completed. IT prepares the approved laptop or workstation and records the device assignment.
EMP-356,G014,G014-T08,Systems Engineer,IT,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,True,Completed,2026-09-27,2026-09-29,False,Access provisioning record,Provision standard system access is completed.,Access Management,0.57,Low / Human Review,No action required; task is complete.,IT,No employee action,Your standard system access is being prepared.,Escalate to IT if access is overdue.,Pending Review,2026-09-11T14:45:00,Synthetic onboarding guide,G014,Provision standard system access is completed. IT provisions the standard applications and access required for the employee's role.
EMP-356,G014,G014-T09,Systems Engineer,IT,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",HR,Employee,True,Pending,2026-09-27,2026-09-27,False,,Onboarding item 'Attend company orientation' is currently incomplete.,Orientation,0.57,Low / Human Review,Attend the company orientation,Employee,Take action,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,Corrected by HR,2026-09-09T23:59:00,Synthetic onboarding guide,G014,"Onboarding item 'Attend company orientation' is currently incomplete. Attend the company orientation covering organization, workplace practices and key contacts."
EMP-356,G014,G014-T10,Systems Engineer,IT,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Security,Employee,True,Completed,2026-09-27,2026-09-28,False,Training completion record,Complete security awareness training needs attention; current status is completed.,Security,0.53,Low / Human Review,No action required; task is complete.,Employee,No employee action,Please complete the required security training.,Escalate to Security/HR if overdue.,Pending Review,2026-09-10T06:05:00,Synthetic onboarding guide,G014,Complete security awareness training needs attention; current status is completed. Complete mandatory security and acceptable-use training before full access is granted.
EMP-356,G014,G014-T11,Systems Engineer,IT,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Manager,Employee,True,Completed,2026-09-27,2026-09-28,False,Manager meeting confirmation,Meet reporting manager is completed.,Manager Setup,0.48,Low / Human Review,No action required; task is complete.,Employee,No employee action,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,Pending Review,2026-09-15T00:50:00,Synthetic onboarding guide,G014,Meet reporting manager is completed. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.
EMP-356,G014,G014-T12,Systems Engineer,IT,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Manager,Employee,True,Pending,2026-09-27,2026-09-30,False,,Complete team introduction needs attention; current status is pending.,Team Integration,0.63,Low / Human Review,Complete the team introduction activities,Employee,Take action,Please complete your team introductions.,Escalate to manager if not completed.,Confirmed by HR,2026-09-13T13:04:00,Synthetic onboarding guide,G014,Complete team introduction needs attention; current status is pending. Meet key team members and understand team communication and collaboration practices.
EMP-356,G014,G014-T13,Systems Engineer,IT,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Manager,Employee,True,Completed,2026-09-27,2026-10-02,False,Onboarding plan acknowledgement,Onboarding item 'Review role-specific onboarding plan' is currently completed.,Onboarding Plan,0.58,Low / Human Review,No action required; task is complete.,Employee,No employee action,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,Pending Review,2026-09-10T20:31:00,Synthetic onboarding guide,G014,"Onboarding item 'Review role-specific onboarding plan' is currently completed. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager."
EMP-356,G014,G014-T14,Systems Engineer,IT,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,IT,Employee,True,Pending,2026-09-27,2026-10-02,False,,Confirm required access is incomplete.,Access Management,0.59,Low / Human Review,Confirm required system access,Employee,Take action,Please confirm that you can access the required systems.,Escalate missing access to IT.,Pending Review,2026-09-11T00:08:00,Synthetic onboarding guide,G014,Confirm required access is incomplete. Employee confirms that all required systems and applications are accessible and reports missing access.
EMP-356,G014,G014-T15,Systems Engineer,IT,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Manager,Employee,True,Completed,2026-09-27,2026-10-04,False,Check-in confirmation,Complete first-week check-in is completed.,Manager Setup,0.51,Low / Human Review,No action required; task is complete.,Employee,No employee action,Please complete your first-week manager check-in.,Escalate to manager if not completed.,None,2026-09-15T09:42:00,Synthetic onboarding guide,G014,"Complete first-week check-in is completed. Complete a structured check-in with the manager to review progress, blockers and next priorities."
EMP-356,G014,G014-T16,Systems Engineer,IT,16,Role Setup,Systems Access,Get systems administration access,Receive approved access to required systems and administration tools.,IT,IT,True,Completed,2026-09-27,2026-09-30,False,Task completion confirmation,Get systems administration access needs attention; current status is completed.,Systems Access,0.6,Low / Human Review,No action required; task is complete.,IT,No employee action,Please complete the required onboarding task: Get systems administration access.,Escalate to the role manager if Get systems administration access is overdue.,Confirmed by HR,2026-09-10T03:14:00,Synthetic role-specific guide,G014,Get systems administration access needs attention; current status is completed. Receive approved access to required systems and administration tools.
EMP-356,G014,G014-T17,Systems Engineer,IT,17,Role Setup,Infrastructure,Review systems architecture,"Review core systems, dependencies and support ownership.",IT Manager,Employee,True,Completed,2026-09-27,2026-10-02,False,Task completion confirmation,Employee has completed status for review systems architecture.,Infrastructure,0.6,Low / Human Review,No action required; task is complete.,Employee,No employee action,Please complete the required onboarding task: Review systems architecture.,Escalate to the role manager if Review systems architecture is overdue.,Confirmed by HR,2026-09-12T09:29:00,Synthetic role-specific guide,G014,"Employee has completed status for review systems architecture. Review core systems, dependencies and support ownership."
EMP-356,G014,G014-T18,Systems Engineer,IT,18,Role Setup,Operations,Review maintenance and escalation process,"Review maintenance, monitoring and escalation procedures.",IT Manager,Employee,True,Pending,2026-09-27,2026-10-02,False,,Review maintenance and escalation process is incomplete.,Operations,0.57,Low / Human Review,Complete or confirm: Review maintenance and escalation process,Employee,Take action,Please complete the required onboarding task: Review maintenance and escalation process.,Escalate to the role manager if Review maintenance and escalation process is overdue.,Pending Review,2026-09-14T05:39:00,Synthetic role-specific guide,G014,"Review maintenance and escalation process is incomplete. Review maintenance, monitoring and escalation procedures."
EMP-357,G033,G033-T01,Recruiter,Human Resources,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,HR,Employee,True,Completed,2026-09-07,2026-09-07,False,Identity documents submitted,Employee has completed status for submit identity verification documents.,Identity & Compliance,0.88,High / Usable,No action required; task is complete.,HR,No employee action,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,None,2026-09-16T06:31:00,Synthetic onboarding guide,G033,Employee has completed status for submit identity verification documents. Upload the required identity documents for employment verification.
EMP-357,G033,G033-T02,Recruiter,Human Resources,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,HR,Employee,True,Completed,2026-09-07,2026-09-07,False,Signed employment agreement,Employee has completed status for review and sign employment agreement.,Employment,0.89,High / Usable,No action required; task is complete.,HR,No employee action,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,None,2026-09-12T09:00:00,Synthetic onboarding guide,G033,Employee has completed status for review and sign employment agreement. Review the employment agreement and electronically sign it before the joining date.
EMP-357,G033,G033-T03,Recruiter,Human Resources,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Finance/HR,Employee,True,Completed,2026-09-07,2026-09-08,False,Payroll information submitted,Onboarding item 'Submit payroll and bank information' is currently completed.,Payroll,0.96,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,None,2026-09-11T07:10:00,Synthetic onboarding guide,G033,Onboarding item 'Submit payroll and bank information' is currently completed. Provide the approved payroll information required to process salary payments.
EMP-357,G033,G033-T04,Recruiter,Human Resources,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,HR,Employee,True,Completed,2026-09-07,2026-09-08,False,Completed HR form,Employee has completed status for complete employee information form.,HR Forms,0.87,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your employee information form.,Escalate to HR if incomplete.,None,2026-09-14T03:10:00,Synthetic onboarding guide,G033,Employee has completed status for complete employee information form. Complete required employee profile and emergency-contact information using the onboarding form.
EMP-357,G033,G033-T05,Recruiter,Human Resources,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,HR,Employee,True,Pending,2026-09-07,2026-09-09,True,,Onboarding item 'Acknowledge company policies' is currently pending.,Policy,0.86,High / Usable,Review and acknowledge required policies,Employee,Take action,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,None,2026-09-15T08:03:00,Synthetic onboarding guide,G033,Onboarding item 'Acknowledge company policies' is currently pending. Review and acknowledge the required employee policies and code of conduct.
EMP-357,G033,G033-T06,Recruiter,Human Resources,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,True,Completed,2026-09-07,2026-09-08,False,Email activation confirmation,Onboarding item 'Create company email account' is currently completed.,IT Access,0.94,High / Usable,No action required; task is complete.,IT,No employee action,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,None,2026-09-12T05:48:00,Synthetic onboarding guide,G033,Onboarding item 'Create company email account' is currently completed. IT creates the employee's corporate email account and confirms activation.
EMP-357,G033,G033-T07,Recruiter,Human Resources,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,True,Pending,2026-09-07,2026-09-09,True,,Provision laptop/workstation needs attention; current status is pending.,IT Equipment,0.94,High / Usable,IT should provision and assign the workstation,IT,No employee action,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,None,2026-09-15T14:02:00,Synthetic onboarding guide,G033,Provision laptop/workstation needs attention; current status is pending. IT prepares the approved laptop or workstation and records the device assignment.
EMP-357,G033,G033-T08,Recruiter,Human Resources,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,True,Completed,2026-09-07,2026-09-09,False,Access provisioning record,Provision standard system access needs attention; current status is completed.,Access Management,0.9,High / Usable,No action required; task is complete.,IT,No employee action,Your standard system access is being prepared.,Escalate to IT if access is overdue.,None,2026-09-10T17:42:00,Synthetic onboarding guide,G033,Provision standard system access needs attention; current status is completed. IT provisions the standard applications and access required for the employee's role.
EMP-357,G033,G033-T09,Recruiter,Human Resources,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",HR,Employee,True,Completed,2026-09-07,2026-09-07,False,Orientation attendance,Attend company orientation is completed.,Orientation,0.87,High / Usable,No action required; task is complete.,Employee,No employee action,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,None,2026-09-11T22:46:00,Synthetic onboarding guide,G033,"Attend company orientation is completed. Attend the company orientation covering organization, workplace practices and key contacts."
EMP-357,G033,G033-T10,Recruiter,Human Resources,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Security,Employee,True,Completed,2026-09-07,2026-09-08,False,Training completion record,Employee has completed status for complete security awareness training.,Security,0.83,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required security training.,Escalate to Security/HR if overdue.,None,2026-09-12T08:18:00,Synthetic onboarding guide,G033,Employee has completed status for complete security awareness training. Complete mandatory security and acceptable-use training before full access is granted.
EMP-357,G033,G033-T11,Recruiter,Human Resources,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Manager,Employee,True,Completed,2026-09-07,2026-09-08,False,Manager meeting confirmation,Meet reporting manager is completed.,Manager Setup,0.92,High / Usable,No action required; task is complete.,Employee,No employee action,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,None,2026-09-15T07:55:00,Synthetic onboarding guide,G033,Meet reporting manager is completed. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.
EMP-357,G033,G033-T12,Recruiter,Human Resources,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Manager,Employee,True,Pending,2026-09-07,2026-09-10,False,,Complete team introduction is incomplete.,Team Integration,0.87,High / Usable,Complete the team introduction activities,Employee,Take action,Please complete your team introductions.,Escalate to manager if not completed.,None,2026-09-15T02:26:00,Synthetic onboarding guide,G033,Complete team introduction is incomplete. Meet key team members and understand team communication and collaboration practices.
EMP-357,G033,G033-T13,Recruiter,Human Resources,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Manager,Employee,True,Completed,2026-09-07,2026-09-12,False,Onboarding plan acknowledgement,Review role-specific onboarding plan needs attention; current status is completed.,Onboarding Plan,0.83,High / Usable,No action required; task is complete.,Employee,No employee action,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,None,2026-09-13T05:11:00,Synthetic onboarding guide,G033,"Review role-specific onboarding plan needs attention; current status is completed. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager."
EMP-357,G033,G033-T14,Recruiter,Human Resources,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,IT,Employee,True,Pending,2026-09-07,2026-09-12,False,,Onboarding item 'Confirm required access' is currently pending.,Access Management,0.93,High / Usable,Confirm required system access,Employee,Take action,Please confirm that you can access the required systems.,Escalate missing access to IT.,None,2026-09-16T04:09:00,Synthetic onboarding guide,G033,Onboarding item 'Confirm required access' is currently pending. Employee confirms that all required systems and applications are accessible and reports missing access.
EMP-357,G033,G033-T15,Recruiter,Human Resources,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Manager,Employee,True,Completed,2026-09-07,2026-09-14,False,Check-in confirmation,Complete first-week check-in is completed.,Manager Setup,0.94,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your first-week manager check-in.,Escalate to manager if not completed.,None,2026-09-13T20:07:00,Synthetic onboarding guide,G033,"Complete first-week check-in is completed. Complete a structured check-in with the manager to review progress, blockers and next priorities."
EMP-357,G033,G033-T16,Recruiter,Human Resources,16,Role Setup,Recruiting Systems,Get recruiting system access,Receive access to approved recruiting and candidate-management tools.,IT,IT,True,Pending,2026-09-07,2026-09-10,False,,Employee has pending status for get recruiting system access.,Recruiting Systems,0.94,High / Usable,Complete or confirm: Get recruiting system access,IT,No employee action,Please complete the required onboarding task: Get recruiting system access.,Escalate to the role manager if Get recruiting system access is overdue.,None,2026-09-15T10:54:00,Synthetic role-specific guide,G033,Employee has pending status for get recruiting system access. Receive access to approved recruiting and candidate-management tools.
EMP-357,G033,G033-T17,Recruiter,Human Resources,17,Role Setup,Recruiting Process,Review recruiting workflow,"Review sourcing, interview coordination and offer workflow.",Recruiting Manager,Employee,True,Pending,2026-09-07,2026-09-12,False,,Review recruiting workflow needs attention; current status is pending.,Recruiting Process,0.97,High / Usable,Complete or confirm: Review recruiting workflow,Employee,Take action,Please complete the required onboarding task: Review recruiting workflow.,Escalate to the role manager if Review recruiting workflow is overdue.,None,2026-09-10T00:14:00,Synthetic role-specific guide,G033,"Review recruiting workflow needs attention; current status is pending. Review sourcing, interview coordination and offer workflow."
EMP-357,G033,G033-T18,Recruiter,Human Resources,18,Role Setup,Compliance,Review recruiting compliance requirements,Review approved recruiting documentation and compliance procedures.,HR Manager,Employee,True,Pending,2026-09-07,2026-09-12,False,,Employee has pending status for review recruiting compliance requirements.,Compliance,0.97,High / Usable,Complete or confirm: Review recruiting compliance requirements,Employee,Take action,Please complete the required onboarding task: Review recruiting compliance requirements.,Escalate to the role manager if Review recruiting compliance requirements is overdue.,None,2026-09-15T23:35:00,Synthetic role-specific guide,G033,Employee has pending status for review recruiting compliance requirements. Review approved recruiting documentation and compliance procedures.
EMP-358,G007,G007-T01,DevOps Engineer,Engineering,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,HR,Employee,True,Completed,2026-09-23,2026-09-23,False,Identity documents submitted,Submit identity verification documents needs attention; current status is completed.,Identity & Compliance,0.94,High / Usable,No action required; task is complete.,HR,No employee action,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,None,2026-09-14T14:20:00,Synthetic onboarding guide,G007,Submit identity verification documents needs attention; current status is completed. Upload the required identity documents for employment verification.
EMP-358,G007,G007-T02,DevOps Engineer,Engineering,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,HR,Employee,True,Completed,2026-09-23,2026-09-23,False,Signed employment agreement,Employee has completed status for review and sign employment agreement.,Employment,0.92,High / Usable,No action required; task is complete.,HR,No employee action,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,None,2026-09-13T12:01:00,Synthetic onboarding guide,G007,Employee has completed status for review and sign employment agreement. Review the employment agreement and electronically sign it before the joining date.
EMP-358,G007,G007-T03,DevOps Engineer,Engineering,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Finance/HR,Employee,True,Completed,2026-09-23,2026-09-24,False,Payroll information submitted,Submit payroll and bank information needs attention; current status is completed.,Payroll,0.96,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,None,2026-09-13T00:14:00,Synthetic onboarding guide,G007,Submit payroll and bank information needs attention; current status is completed. Provide the approved payroll information required to process salary payments.
EMP-358,G007,G007-T04,DevOps Engineer,Engineering,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,HR,Employee,True,Completed,2026-09-23,2026-09-24,False,Completed HR form,Onboarding item 'Complete employee information form' is currently completed.,HR Forms,0.83,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your employee information form.,Escalate to HR if incomplete.,None,2026-09-11T01:52:00,Synthetic onboarding guide,G007,Onboarding item 'Complete employee information form' is currently completed. Complete required employee profile and emergency-contact information using the onboarding form.
EMP-358,G007,G007-T05,DevOps Engineer,Engineering,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,HR,Employee,True,Completed,2026-09-23,2026-09-25,False,Policy acknowledgement,Onboarding item 'Acknowledge company policies' is currently completed.,Policy,0.94,High / Usable,No action required; task is complete.,Employee,No employee action,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,None,2026-09-12T11:34:00,Synthetic onboarding guide,G007,Onboarding item 'Acknowledge company policies' is currently completed. Review and acknowledge the required employee policies and code of conduct.
EMP-358,G007,G007-T06,DevOps Engineer,Engineering,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,True,Completed,2026-09-23,2026-09-24,False,Email activation confirmation,Create company email account is completed.,IT Access,0.83,High / Usable,No action required; task is complete.,IT,No employee action,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,None,2026-09-14T20:55:00,Synthetic onboarding guide,G007,Create company email account is completed. IT creates the employee's corporate email account and confirms activation.
EMP-358,G007,G007-T07,DevOps Engineer,Engineering,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,True,Pending,2026-09-23,2026-09-25,False,,Employee has pending status for provision laptop/workstation.,IT Equipment,0.98,High / Usable,IT should provision and assign the workstation,IT,No employee action,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,None,2026-09-14T14:31:00,Synthetic onboarding guide,G007,Employee has pending status for provision laptop/workstation. IT prepares the approved laptop or workstation and records the device assignment.
EMP-358,G007,G007-T08,DevOps Engineer,Engineering,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,True,Pending,2026-09-23,2026-09-25,False,,Provision standard system access is incomplete.,Access Management,0.85,High / Usable,IT should provision standard role access,IT,No employee action,Your standard system access is being prepared.,Escalate to IT if access is overdue.,None,2026-09-15T10:05:00,Synthetic onboarding guide,G007,Provision standard system access is incomplete. IT provisions the standard applications and access required for the employee's role.
EMP-358,G007,G007-T09,DevOps Engineer,Engineering,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",HR,Employee,True,Completed,2026-09-23,2026-09-23,False,Orientation attendance,Attend company orientation needs attention; current status is completed.,Orientation,0.84,High / Usable,No action required; task is complete.,Employee,No employee action,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,None,2026-09-13T10:58:00,Synthetic onboarding guide,G007,"Attend company orientation needs attention; current status is completed. Attend the company orientation covering organization, workplace practices and key contacts."
EMP-358,G007,G007-T10,DevOps Engineer,Engineering,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Security,Employee,True,Completed,2026-09-23,2026-09-24,False,Training completion record,Complete security awareness training needs attention; current status is completed.,Security,0.97,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required security training.,Escalate to Security/HR if overdue.,None,2026-09-14T16:26:00,Synthetic onboarding guide,G007,Complete security awareness training needs attention; current status is completed. Complete mandatory security and acceptable-use training before full access is granted.
EMP-358,G007,G007-T11,DevOps Engineer,Engineering,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Manager,Employee,True,Completed,2026-09-23,2026-09-24,False,Manager meeting confirmation,Meet reporting manager needs attention; current status is completed.,Manager Setup,0.84,High / Usable,No action required; task is complete.,Employee,No employee action,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,None,2026-09-11T05:46:00,Synthetic onboarding guide,G007,Meet reporting manager needs attention; current status is completed. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.
