guide_id,role,department,seniority,job_family,task_id,task_order,phase,category,task_name,task_description,action_required_by,task_owner,due_offset_days,required,expected_evidence,approved_next_step,next_step_owner,reminder_template,escalation_rule,source_type,source_reference,ml_training_text
G050,Compliance Officer,Compliance,Individual Contributor,Business,G050-T18,18,Role Setup,Compliance Process,Review issue escalation process,Review approved compliance issue reporting and escalation procedures.,Employee,Compliance Manager,5,True,Task completion confirmation,Complete or confirm: Review issue escalation process,Employee,Please complete the required onboarding task: Review issue escalation process.,Escalate to the role manager if Review issue escalation process is overdue.,Synthetic role-specific guide,G050,Compliance Officer. Review issue escalation process. Review approved compliance issue reporting and escalation procedures.. Owner: Compliance Manager.
G051,Quality Manager,Quality,Manager,Business,G051-T01,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,Employee,HR,0,True,Identity documents submitted,Request the missing identity document,HR,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,Synthetic onboarding guide,G051,Quality Manager. Submit identity verification documents. Upload the required identity documents for employment verification.. Owner: HR.
G051,Quality Manager,Quality,Manager,Business,G051-T02,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,Employee,HR,0,True,Signed employment agreement,Complete and sign the employment agreement,HR,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,Synthetic onboarding guide,G051,Quality Manager. Review and sign employment agreement. Review the employment agreement and electronically sign it before the joining date.. Owner: HR.
G051,Quality Manager,Quality,Manager,Business,G051-T03,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Employee,Finance/HR,1,True,Payroll information submitted,Submit the missing payroll information,Employee,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,Synthetic onboarding guide,G051,Quality Manager. Submit payroll and bank information. Provide the approved payroll information required to process salary payments.. Owner: Finance/HR.
G051,Quality Manager,Quality,Manager,Business,G051-T04,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,Employee,HR,1,True,Completed HR form,Complete the employee information form,Employee,Please complete your employee information form.,Escalate to HR if incomplete.,Synthetic onboarding guide,G051,Quality Manager. Complete employee information form. Complete required employee profile and emergency-contact information using the onboarding form.. Owner: HR.
G051,Quality Manager,Quality,Manager,Business,G051-T05,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,Employee,HR,2,True,Policy acknowledgement,Review and acknowledge required policies,Employee,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,Synthetic onboarding guide,G051,Quality Manager. Acknowledge company policies. Review and acknowledge the required employee policies and code of conduct.. Owner: HR.
G051,Quality Manager,Quality,Manager,Business,G051-T06,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,1,True,Email activation confirmation,IT should create and activate the company email,IT,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,Synthetic onboarding guide,G051,Quality Manager. Create company email account. IT creates the employee's corporate email account and confirms activation.. Owner: IT.
G051,Quality Manager,Quality,Manager,Business,G051-T07,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,2,True,Device assignment confirmation,IT should provision and assign the workstation,IT,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,Synthetic onboarding guide,G051,Quality Manager. Provision laptop/workstation. IT prepares the approved laptop or workstation and records the device assignment.. Owner: IT.
G051,Quality Manager,Quality,Manager,Business,G051-T08,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,2,True,Access provisioning record,IT should provision standard role access,IT,Your standard system access is being prepared.,Escalate to IT if access is overdue.,Synthetic onboarding guide,G051,Quality Manager. Provision standard system access. IT provisions the standard applications and access required for the employee's role.. Owner: IT.
G051,Quality Manager,Quality,Manager,Business,G051-T09,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",Employee,HR,0,True,Orientation attendance,Attend the company orientation,Employee,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,Synthetic onboarding guide,G051,"Quality Manager. Attend company orientation. Attend the company orientation covering organization, workplace practices and key contacts.. Owner: HR."
G051,Quality Manager,Quality,Manager,Business,G051-T10,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Employee,Security,1,True,Training completion record,Complete security awareness training,Employee,Please complete the required security training.,Escalate to Security/HR if overdue.,Synthetic onboarding guide,G051,Quality Manager. Complete security awareness training. Complete mandatory security and acceptable-use training before full access is granted.. Owner: Security.
G051,Quality Manager,Quality,Manager,Business,G051-T11,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Employee,Manager,1,True,Manager meeting confirmation,Complete the manager onboarding meeting,Employee,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,Synthetic onboarding guide,G051,Quality Manager. Meet reporting manager. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.. Owner: Manager.
G051,Quality Manager,Quality,Manager,Business,G051-T12,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Employee,Manager,3,True,Team introduction confirmation,Complete the team introduction activities,Employee,Please complete your team introductions.,Escalate to manager if not completed.,Synthetic onboarding guide,G051,Quality Manager. Complete team introduction. Meet key team members and understand team communication and collaboration practices.. Owner: Manager.
G051,Quality Manager,Quality,Manager,Business,G051-T13,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Employee,Manager,5,True,Onboarding plan acknowledgement,Review the role-specific onboarding plan,Employee,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,Synthetic onboarding guide,G051,"Quality Manager. Review role-specific onboarding plan. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.. Owner: Manager."
G051,Quality Manager,Quality,Manager,Business,G051-T14,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,Employee,IT,5,True,Access confirmation or access issue,Confirm required system access,Employee,Please confirm that you can access the required systems.,Escalate missing access to IT.,Synthetic onboarding guide,G051,Quality Manager. Confirm required access. Employee confirms that all required systems and applications are accessible and reports missing access.. Owner: IT.
G051,Quality Manager,Quality,Manager,Business,G051-T15,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Employee,Manager,7,True,Check-in confirmation,Complete the manager check-in,Employee,Please complete your first-week manager check-in.,Escalate to manager if not completed.,Synthetic onboarding guide,G051,"Quality Manager. Complete first-week check-in. Complete a structured check-in with the manager to review progress, blockers and next priorities.. Owner: Manager."
G051,Quality Manager,Quality,Manager,Business,G051-T16,16,Role Setup,Quality Systems,Get quality system access,Receive approved access to quality management tools.,IT,IT,3,True,Task completion confirmation,Complete or confirm: Get quality system access,IT,Please complete the required onboarding task: Get quality system access.,Escalate to the role manager if Get quality system access is overdue.,Synthetic role-specific guide,G051,Quality Manager. Get quality system access. Receive approved access to quality management tools.. Owner: IT.
G051,Quality Manager,Quality,Manager,Business,G051-T17,17,Role Setup,Quality Knowledge,Review quality standards,"Review applicable quality standards, KPIs and controls.",Employee,Quality Director,5,True,Task completion confirmation,Complete or confirm: Review quality standards,Employee,Please complete the required onboarding task: Review quality standards.,Escalate to the role manager if Review quality standards is overdue.,Synthetic role-specific guide,G051,"Quality Manager. Review quality standards. Review applicable quality standards, KPIs and controls.. Owner: Quality Director."
G051,Quality Manager,Quality,Manager,Business,G051-T18,18,Role Setup,Quality Process,Review audit and corrective-action process,"Review approved audit, nonconformance and corrective-action workflows.",Employee,Quality Director,5,True,Task completion confirmation,Complete or confirm: Review audit and corrective-action process,Employee,Please complete the required onboarding task: Review audit and corrective-action process.,Escalate to the role manager if Review audit and corrective-action process is overdue.,Synthetic role-specific guide,G051,"Quality Manager. Review audit and corrective-action process. Review approved audit, nonconformance and corrective-action workflows.. Owner: Quality Director."
G052,Product Designer,Design,Individual Contributor,Creative,G052-T01,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,Employee,HR,0,True,Identity documents submitted,Request the missing identity document,HR,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,Synthetic onboarding guide,G052,Product Designer. Submit identity verification documents. Upload the required identity documents for employment verification.. Owner: HR.
G052,Product Designer,Design,Individual Contributor,Creative,G052-T02,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,Employee,HR,0,True,Signed employment agreement,Complete and sign the employment agreement,HR,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,Synthetic onboarding guide,G052,Product Designer. Review and sign employment agreement. Review the employment agreement and electronically sign it before the joining date.. Owner: HR.
G052,Product Designer,Design,Individual Contributor,Creative,G052-T03,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Employee,Finance/HR,1,True,Payroll information submitted,Submit the missing payroll information,Employee,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,Synthetic onboarding guide,G052,Product Designer. Submit payroll and bank information. Provide the approved payroll information required to process salary payments.. Owner: Finance/HR.
G052,Product Designer,Design,Individual Contributor,Creative,G052-T04,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,Employee,HR,1,True,Completed HR form,Complete the employee information form,Employee,Please complete your employee information form.,Escalate to HR if incomplete.,Synthetic onboarding guide,G052,Product Designer. Complete employee information form. Complete required employee profile and emergency-contact information using the onboarding form.. Owner: HR.
G052,Product Designer,Design,Individual Contributor,Creative,G052-T05,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,Employee,HR,2,True,Policy acknowledgement,Review and acknowledge required policies,Employee,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,Synthetic onboarding guide,G052,Product Designer. Acknowledge company policies. Review and acknowledge the required employee policies and code of conduct.. Owner: HR.
G052,Product Designer,Design,Individual Contributor,Creative,G052-T06,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,1,True,Email activation confirmation,IT should create and activate the company email,IT,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,Synthetic onboarding guide,G052,Product Designer. Create company email account. IT creates the employee's corporate email account and confirms activation.. Owner: IT.
G052,Product Designer,Design,Individual Contributor,Creative,G052-T07,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,2,True,Device assignment confirmation,IT should provision and assign the workstation,IT,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,Synthetic onboarding guide,G052,Product Designer. Provision laptop/workstation. IT prepares the approved laptop or workstation and records the device assignment.. Owner: IT.
G052,Product Designer,Design,Individual Contributor,Creative,G052-T08,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,2,True,Access provisioning record,IT should provision standard role access,IT,Your standard system access is being prepared.,Escalate to IT if access is overdue.,Synthetic onboarding guide,G052,Product Designer. Provision standard system access. IT provisions the standard applications and access required for the employee's role.. Owner: IT.
G052,Product Designer,Design,Individual Contributor,Creative,G052-T09,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",Employee,HR,0,True,Orientation attendance,Attend the company orientation,Employee,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,Synthetic onboarding guide,G052,"Product Designer. Attend company orientation. Attend the company orientation covering organization, workplace practices and key contacts.. Owner: HR."
G052,Product Designer,Design,Individual Contributor,Creative,G052-T10,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Employee,Security,1,True,Training completion record,Complete security awareness training,Employee,Please complete the required security training.,Escalate to Security/HR if overdue.,Synthetic onboarding guide,G052,Product Designer. Complete security awareness training. Complete mandatory security and acceptable-use training before full access is granted.. Owner: Security.
G052,Product Designer,Design,Individual Contributor,Creative,G052-T11,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Employee,Manager,1,True,Manager meeting confirmation,Complete the manager onboarding meeting,Employee,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,Synthetic onboarding guide,G052,Product Designer. Meet reporting manager. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.. Owner: Manager.
G052,Product Designer,Design,Individual Contributor,Creative,G052-T12,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Employee,Manager,3,True,Team introduction confirmation,Complete the team introduction activities,Employee,Please complete your team introductions.,Escalate to manager if not completed.,Synthetic onboarding guide,G052,Product Designer. Complete team introduction. Meet key team members and understand team communication and collaboration practices.. Owner: Manager.
G052,Product Designer,Design,Individual Contributor,Creative,G052-T13,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Employee,Manager,5,True,Onboarding plan acknowledgement,Review the role-specific onboarding plan,Employee,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,Synthetic onboarding guide,G052,"Product Designer. Review role-specific onboarding plan. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.. Owner: Manager."
G052,Product Designer,Design,Individual Contributor,Creative,G052-T14,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,Employee,IT,5,True,Access confirmation or access issue,Confirm required system access,Employee,Please confirm that you can access the required systems.,Escalate missing access to IT.,Synthetic onboarding guide,G052,Product Designer. Confirm required access. Employee confirms that all required systems and applications are accessible and reports missing access.. Owner: IT.
G052,Product Designer,Design,Individual Contributor,Creative,G052-T15,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Employee,Manager,7,True,Check-in confirmation,Complete the manager check-in,Employee,Please complete your first-week manager check-in.,Escalate to manager if not completed.,Synthetic onboarding guide,G052,"Product Designer. Complete first-week check-in. Complete a structured check-in with the manager to review progress, blockers and next priorities.. Owner: Manager."
G052,Product Designer,Design,Individual Contributor,Creative,G052-T16,16,Role Setup,Design Access,Get product design workspace access,Receive access to approved design and collaboration tools.,IT,IT,3,True,Task completion confirmation,Complete or confirm: Get product design workspace access,IT,Please complete the required onboarding task: Get product design workspace access.,Escalate to the role manager if Get product design workspace access is overdue.,Synthetic role-specific guide,G052,Product Designer. Get product design workspace access. Receive access to approved design and collaboration tools.. Owner: IT.
G052,Product Designer,Design,Individual Contributor,Creative,G052-T17,17,Role Setup,Product Knowledge,Review product roadmap,"Review product priorities, user needs and design milestones.",Employee,Design Manager,5,True,Task completion confirmation,Complete or confirm: Review product roadmap,Employee,Please complete the required onboarding task: Review product roadmap.,Escalate to the role manager if Review product roadmap is overdue.,Synthetic role-specific guide,G052,"Product Designer. Review product roadmap. Review product priorities, user needs and design milestones.. Owner: Design Manager."
G052,Product Designer,Design,Individual Contributor,Creative,G052-T18,18,Role Setup,Design System,Review product design system,Review approved design components and accessibility standards.,Employee,Design Manager,5,True,Task completion confirmation,Complete or confirm: Review product design system,Employee,Please complete the required onboarding task: Review product design system.,Escalate to the role manager if Review product design system is overdue.,Synthetic role-specific guide,G052,Product Designer. Review product design system. Review approved design components and accessibility standards.. Owner: Design Manager.
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T01,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,Employee,HR,0,True,Identity documents submitted,Request the missing identity document,HR,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,Synthetic onboarding guide,G053,Scrum Master. Submit identity verification documents. Upload the required identity documents for employment verification.. Owner: HR.
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T02,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,Employee,HR,0,True,Signed employment agreement,Complete and sign the employment agreement,HR,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,Synthetic onboarding guide,G053,Scrum Master. Review and sign employment agreement. Review the employment agreement and electronically sign it before the joining date.. Owner: HR.
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T03,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Employee,Finance/HR,1,True,Payroll information submitted,Submit the missing payroll information,Employee,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,Synthetic onboarding guide,G053,Scrum Master. Submit payroll and bank information. Provide the approved payroll information required to process salary payments.. Owner: Finance/HR.
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T04,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,Employee,HR,1,True,Completed HR form,Complete the employee information form,Employee,Please complete your employee information form.,Escalate to HR if incomplete.,Synthetic onboarding guide,G053,Scrum Master. Complete employee information form. Complete required employee profile and emergency-contact information using the onboarding form.. Owner: HR.
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T05,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,Employee,HR,2,True,Policy acknowledgement,Review and acknowledge required policies,Employee,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,Synthetic onboarding guide,G053,Scrum Master. Acknowledge company policies. Review and acknowledge the required employee policies and code of conduct.. Owner: HR.
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T06,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,1,True,Email activation confirmation,IT should create and activate the company email,IT,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,Synthetic onboarding guide,G053,Scrum Master. Create company email account. IT creates the employee's corporate email account and confirms activation.. Owner: IT.
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T07,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,2,True,Device assignment confirmation,IT should provision and assign the workstation,IT,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,Synthetic onboarding guide,G053,Scrum Master. Provision laptop/workstation. IT prepares the approved laptop or workstation and records the device assignment.. Owner: IT.
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T08,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,2,True,Access provisioning record,IT should provision standard role access,IT,Your standard system access is being prepared.,Escalate to IT if access is overdue.,Synthetic onboarding guide,G053,Scrum Master. Provision standard system access. IT provisions the standard applications and access required for the employee's role.. Owner: IT.
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T09,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",Employee,HR,0,True,Orientation attendance,Attend the company orientation,Employee,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,Synthetic onboarding guide,G053,"Scrum Master. Attend company orientation. Attend the company orientation covering organization, workplace practices and key contacts.. Owner: HR."
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T10,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Employee,Security,1,True,Training completion record,Complete security awareness training,Employee,Please complete the required security training.,Escalate to Security/HR if overdue.,Synthetic onboarding guide,G053,Scrum Master. Complete security awareness training. Complete mandatory security and acceptable-use training before full access is granted.. Owner: Security.
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T11,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Employee,Manager,1,True,Manager meeting confirmation,Complete the manager onboarding meeting,Employee,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,Synthetic onboarding guide,G053,Scrum Master. Meet reporting manager. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.. Owner: Manager.
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T12,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Employee,Manager,3,True,Team introduction confirmation,Complete the team introduction activities,Employee,Please complete your team introductions.,Escalate to manager if not completed.,Synthetic onboarding guide,G053,Scrum Master. Complete team introduction. Meet key team members and understand team communication and collaboration practices.. Owner: Manager.
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T13,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Employee,Manager,5,True,Onboarding plan acknowledgement,Review the role-specific onboarding plan,Employee,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,Synthetic onboarding guide,G053,"Scrum Master. Review role-specific onboarding plan. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.. Owner: Manager."
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T14,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,Employee,IT,5,True,Access confirmation or access issue,Confirm required system access,Employee,Please confirm that you can access the required systems.,Escalate missing access to IT.,Synthetic onboarding guide,G053,Scrum Master. Confirm required access. Employee confirms that all required systems and applications are accessible and reports missing access.. Owner: IT.
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T15,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Employee,Manager,7,True,Check-in confirmation,Complete the manager check-in,Employee,Please complete your first-week manager check-in.,Escalate to manager if not completed.,Synthetic onboarding guide,G053,"Scrum Master. Complete first-week check-in. Complete a structured check-in with the manager to review progress, blockers and next priorities.. Owner: Manager."
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T16,16,Role Setup,Agile Tools,Get agile/project workspace access,Receive access to approved agile planning and collaboration tools.,IT,IT,3,True,Task completion confirmation,Complete or confirm: Get agile/project workspace access,IT,Please complete the required onboarding task: Get agile/project workspace access.,Escalate to the role manager if Get agile/project workspace access is overdue.,Synthetic role-specific guide,G053,Scrum Master. Get agile/project workspace access. Receive access to approved agile planning and collaboration tools.. Owner: IT.
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T17,17,Role Setup,Team Knowledge,Review team sprint workflow,"Review team cadence, ceremonies, blockers and delivery process.",Employee,Engineering Manager,5,True,Task completion confirmation,Complete or confirm: Review team sprint workflow,Employee,Please complete the required onboarding task: Review team sprint workflow.,Escalate to the role manager if Review team sprint workflow is overdue.,Synthetic role-specific guide,G053,"Scrum Master. Review team sprint workflow. Review team cadence, ceremonies, blockers and delivery process.. Owner: Engineering Manager."
G053,Scrum Master,Project Management,Individual Contributor,Business,G053-T18,18,Role Setup,Agile Standards,Review agile working agreements,Review approved team and agile working agreements.,Employee,Engineering Manager,5,True,Task completion confirmation,Complete or confirm: Review agile working agreements,Employee,Please complete the required onboarding task: Review agile working agreements.,Escalate to the role manager if Review agile working agreements is overdue.,Synthetic role-specific guide,G053,Scrum Master. Review agile working agreements. Review approved team and agile working agreements.. Owner: Engineering Manager.
G054,Technical Program Manager,Program Management,Manager,Business,G054-T01,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,Employee,HR,0,True,Identity documents submitted,Request the missing identity document,HR,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,Synthetic onboarding guide,G054,Technical Program Manager. Submit identity verification documents. Upload the required identity documents for employment verification.. Owner: HR.
G054,Technical Program Manager,Program Management,Manager,Business,G054-T02,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,Employee,HR,0,True,Signed employment agreement,Complete and sign the employment agreement,HR,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,Synthetic onboarding guide,G054,Technical Program Manager. Review and sign employment agreement. Review the employment agreement and electronically sign it before the joining date.. Owner: HR.
G054,Technical Program Manager,Program Management,Manager,Business,G054-T03,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Employee,Finance/HR,1,True,Payroll information submitted,Submit the missing payroll information,Employee,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,Synthetic onboarding guide,G054,Technical Program Manager. Submit payroll and bank information. Provide the approved payroll information required to process salary payments.. Owner: Finance/HR.
G054,Technical Program Manager,Program Management,Manager,Business,G054-T04,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,Employee,HR,1,True,Completed HR form,Complete the employee information form,Employee,Please complete your employee information form.,Escalate to HR if incomplete.,Synthetic onboarding guide,G054,Technical Program Manager. Complete employee information form. Complete required employee profile and emergency-contact information using the onboarding form.. Owner: HR.
G054,Technical Program Manager,Program Management,Manager,Business,G054-T05,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,Employee,HR,2,True,Policy acknowledgement,Review and acknowledge required policies,Employee,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,Synthetic onboarding guide,G054,Technical Program Manager. Acknowledge company policies. Review and acknowledge the required employee policies and code of conduct.. Owner: HR.
G054,Technical Program Manager,Program Management,Manager,Business,G054-T06,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,1,True,Email activation confirmation,IT should create and activate the company email,IT,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,Synthetic onboarding guide,G054,Technical Program Manager. Create company email account. IT creates the employee's corporate email account and confirms activation.. Owner: IT.
G054,Technical Program Manager,Program Management,Manager,Business,G054-T07,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,2,True,Device assignment confirmation,IT should provision and assign the workstation,IT,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,Synthetic onboarding guide,G054,Technical Program Manager. Provision laptop/workstation. IT prepares the approved laptop or workstation and records the device assignment.. Owner: IT.
G054,Technical Program Manager,Program Management,Manager,Business,G054-T08,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,2,True,Access provisioning record,IT should provision standard role access,IT,Your standard system access is being prepared.,Escalate to IT if access is overdue.,Synthetic onboarding guide,G054,Technical Program Manager. Provision standard system access. IT provisions the standard applications and access required for the employee's role.. Owner: IT.
G054,Technical Program Manager,Program Management,Manager,Business,G054-T09,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",Employee,HR,0,True,Orientation attendance,Attend the company orientation,Employee,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,Synthetic onboarding guide,G054,"Technical Program Manager. Attend company orientation. Attend the company orientation covering organization, workplace practices and key contacts.. Owner: HR."
G054,Technical Program Manager,Program Management,Manager,Business,G054-T10,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Employee,Security,1,True,Training completion record,Complete security awareness training,Employee,Please complete the required security training.,Escalate to Security/HR if overdue.,Synthetic onboarding guide,G054,Technical Program Manager. Complete security awareness training. Complete mandatory security and acceptable-use training before full access is granted.. Owner: Security.
G054,Technical Program Manager,Program Management,Manager,Business,G054-T11,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Employee,Manager,1,True,Manager meeting confirmation,Complete the manager onboarding meeting,Employee,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,Synthetic onboarding guide,G054,Technical Program Manager. Meet reporting manager. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.. Owner: Manager.
G054,Technical Program Manager,Program Management,Manager,Business,G054-T12,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Employee,Manager,3,True,Team introduction confirmation,Complete the team introduction activities,Employee,Please complete your team introductions.,Escalate to manager if not completed.,Synthetic onboarding guide,G054,Technical Program Manager. Complete team introduction. Meet key team members and understand team communication and collaboration practices.. Owner: Manager.
